"Column1","Column2","Column3","Column4","Column5"
0.37461839925407,0.197891902440695,0.597977814074288,0,0.0189341773847319
0.462615066723847,0.65712085171703,0.401833575368002,1,0.0660487418464734
0.939202615987079,0.386184968339005,0.439444161192217,1,0.358802092276989
0.542722554182772,0.787109505577511,0.287021673788178,1,0.0541112412163696
0.558382303576353,0.0455988016952433,0.275186730776272,0,0.191694983558495
0.98085851337193,0.404844655039781,0.581051135607606,1,0.0914381046178131
0.646733387729978,1,0.613227512144573,0,0.262735178102101
0.186905624086895,0.900560219499387,0.525335732391594,0,0.0361978898298928
0.340949507447755,0.893438606943351,0.71865562117188,0,0.320423078708644
0.405206583570349,0.12370436576596,0.969476648426151,0,0.0125066415506104
0.850052804862568,0.0757112783881186,0.4043449247197,0,0.11621579794236
0.619798110530077,0.64094137396432,0,0,0.352866144158461
0.630709871015492,0.305977884154882,0.737219175468261,0,0.267189449269718
0.553425631387406,0.644897291404776,0.355825074645448,1,0.263952187449405
0.375853106699018,0.280937505349137,0.360538104181308,0,0.0951508461426076
1,0.13737886384728,0.741629903143622,1,0.00654019062870634
0.656573263620858,0.780724199113207,0.450215729409728,0,0.0310473334716154
0,0.0355692708736973,0.242066209506831,0,0.211653008840164
0.710790335930227,0.439344810823596,0.553868858089373,1,0.220622509100744
0.397978871121766,0.487737644002511,0.482659092911658,1,0.764182198328863
0.239452829837378,0.583474512357341,0.514829778605633,0,0.00097910006061929
0.465866026186286,0.294408407074215,0.599232326700141,1,0.00072235353761177
0.250594143323719,0.462968628169747,0.431114875623795,1,0.346584415409814
0.329749816993367,0.967018013782702,0.656854041304223,1,0.110113870463414
0.357417626581473,0.456789866495472,0.464512720072706,0,0.0957745793424222
0.0745761520499761,0.8976379235885,0.587334536201374,0,0.0103483127145171
0.747137756162732,0.923700481360634,0.757479478109745,0,0.105324187377228
0.564799031507844,0.592937484143792,0.610330084727405,1,0.302354417022507
0.220720269946195,0.378657670036556,0.441062263074683,1,0.260813553540018
0.857974180555869,0.0934545735285163,0.769037041482296,1,0.290794213398737
0.637554832658059,0.946272213190037,0.734498245096702,1,0.431908895717841
0.445326277654386,0.26022381960917,0.6355086506396,0,0.290323481788782
0.762413672984509,0,0.56664062090404,1,0.180168023363755
0.757886688470301,0.959718055243264,0.373904614900881,0,0.548723388195033
0.742820230636059,0.713968521319756,0.81615029446581,0,0.454675017208859
0.707402685779689,0.0882606693522889,0.380053058668901,0,0.106470139095616
0.671510448331062,0.528613761650246,1,0,0.0138344660119237
0.507443738867765,0.9666040623954,0.854392951241697,1,0.115923541782099
0.442424694372455,0.56777981994717,0.461129246046424,0,0.8903646706618
0.422574491643886,0.371971615768529,0.285276869175869,1,0.11367599760593
0.37461839925407,0.197891902440695,0.597977814074288,0,0.0934110676186766
0.462615066723847,0.65712085171703,0.401833575368002,1,0.0529186012658161
0.939202615987079,0.386184968339005,0.439444161192217,1,0.142377201718134
0.542722554182772,0.787109505577511,0.287021673788178,1,0.19629709428845
0.558382303576353,0.0455988016952433,0.275186730776272,0,0.149034472566758
0.98085851337193,0.404844655039781,0.581051135607606,1,0.226707847439065
0.646733387729978,1,0.613227512144573,0,0.123363299003309
0.186905624086895,0.900560219499387,0.525335732391594,0,0.136783399058092
0.340949507447755,0.893438606943351,0.71865562117188,0,0.33264781134518
0.405206583570349,0.12370436576596,0.969476648426151,0,0.020621822809516
0.850052804862568,0.0757112783881186,0.4043449247197,0,0.0830497537137633
0.619798110530077,0.64094137396432,0,0,0.558791899883084
0.630709871015492,0.305977884154882,0.737219175468261,0,0.581540917987573
0.553425631387406,0.644897291404776,0.355825074645448,1,0.00476226665529243
0.375853106699018,0.280937505349137,0.360538104181308,0,0.0968405881119916
1,0.13737886384728,0.741629903143622,1,0.136108437101648
0.656573263620858,0.780724199113207,0.450215729409728,0,0.193653979136297
0,0.0355692708736973,0.242066209506831,0,0.231908257546166
0.710790335930227,0.439344810823596,0.553868858089373,1,0.0167134641706459
0.397978871121766,0.487737644002511,0.482659092911658,1,0.334942291470774
0.239452829837378,0.583474512357341,0.514829778605633,0,0.0322431060812415
0.465866026186286,0.294408407074215,0.599232326700141,1,0.301431011280784
0.250594143323719,0.462968628169747,0.431114875623795,1,0.0228870800767767
0.329749816993367,0.967018013782702,0.656854041304223,1,0.0455473747849838
0.357417626581473,0.456789866495472,0.464512720072706,0,0.136598387502287
0.0745761520499761,0.8976379235885,0.587334536201374,0,0.313305322362683
0.747137756162732,0.923700481360634,0.757479478109745,0,0.39326141528596
0.564799031507844,0.592937484143792,0.610330084727405,1,0.0433947392822717
0.220720269946195,0.378657670036556,0.441062263074683,1,0.115667028820891
0.857974180555869,0.0934545735285163,0.769037041482296,1,0.394179679414204
0.637554832658059,0.946272213190037,0.734498245096702,1,0.734699100801025
0.445326277654386,0.26022381960917,0.6355086506396,0,0.268991508427559
0.762413672984509,0,0.56664062090404,1,0.189683383416977
0.757886688470301,0.959718055243264,0.373904614900881,0,0.0641765807219829
0.742820230636059,0.713968521319756,0.81615029446581,0,0.0293633244937305
0.707402685779689,0.0882606693522889,0.380053058668901,0,0.189179643974223
0.671510448331062,0.528613761650246,1,0,0.0525267179522415
0.507443738867765,0.9666040623954,0.854392951241697,1,0.109648742794704
0.442424694372455,0.56777981994717,0.461129246046424,0,0.0152018684590772
0.422574491643886,0.371971615768529,0.285276869175869,1,0.0260294997877574
0.37461839925407,0.197891902440695,0.597977814074288,0,0.529927838484556
0.462615066723847,0.65712085171703,0.401833575368002,1,0.422097054386203
0.939202615987079,0.386184968339005,0.439444161192217,1,0.0417239493863677
0.542722554182772,0.787109505577511,0.287021673788178,1,0.564049727579324
0.558382303576353,0.0455988016952433,0.275186730776272,0,0.296887860216249
0.98085851337193,0.404844655039781,0.581051135607606,1,0.563396361154706
0.646733387729978,1,0.613227512144573,0,0.30229141411567
0.186905624086895,0.900560219499387,0.525335732391594,0,0.0557417174899536
0.340949507447755,0.893438606943351,0.71865562117188,0,0.152880236894624
