"Column1","Column2","Column3","Column4","Column5"
-0.560475646552213,0.243619472719729,10.3796394827599,0,0.0936523131094873
-0.23017748948328,0.66805558744818,9.4976765468907,1,0.324635284021497
1.55870831414912,0.417646779678762,9.66679261633058,1,1.759882312184
0.070508391424576,0.788195834029466,8.98142461689291,1,0.266110719647259
0.129287735160946,0.102864644257352,8.92820877352442,0,0.940626167650235
1.71506498688328,0.434892741497606,10.3035286414043,1,0.44910869281739
0.460916205989202,0.984956979984418,10.4482097786294,0,1.28890647921236
-1.26506123460653,0.893051114398986,10.0530042267305,0,0.178289062596835
-0.686852851893526,0.886469060787931,10.9222674678797,0,1.5717260875438
-0.445661970099958,0.175052650272846,12.0500846856271,0,0.0621407977305353
1.22408179743946,0.130695691565052,9.50896883394346,0,0.570583342574537
0.359813827057364,0.653101925039664,7.69083112435919,0,1.73078084542396
0.400771450594052,0.343516472261399,11.0057385244623,0,1.31074390463055
0.11068271594512,0.656758127966896,9.29079923741761,1,1.2948729661762
-0.555841134754075,0.320373242488131,9.31199138353264,0,0.467310709060622
1.78691313680308,0.187691119266674,11.0255713696967,1,0.0328897885046899
0.497850478229239,0.782294301316142,9.71522699294899,0,0.153038042597473
-1.96661715662964,0.0935949867125601,8.77928228774547,0,1.03847200419278
0.701355901563686,0.46677904156968,10.1813034797492,1,1.08244570619882
-0.472791407727934,0.511505459900945,9.86110863756095,1,3.74729113818562
-1.06782370598685,0.59998895926401,10.0057641858999,0,0.00562609126791358
-0.217974914658295,0.332823540316895,10.3852804011263,1,0.00436737062954787
-1.02600444830724,0.488613033667207,9.62933996820759,1,1.69998416109922
-0.72889122929114,0.954473827499896,10.6443765485188,1,0.540668148547411
-0.625039267849257,0.4829023971688,9.77951343818125,0,0.470368611626327
-1.68669331074241,0.890350222121924,10.3317819639157,0,0.0515594156789044
0.837787044494525,0.914438186911866,11.0968390131493,0,0.517186339013278
0.153373117836515,0.608734982321039,10.4351814908338,1,1.48314300916138
-1.13813693701195,0.410689776530489,9.67406841446877,1,1.27948555904896
1.25381492106993,0.147094690939412,11.1488076184511,1,1.42646817394064
0.426464221476814,0.935299803270027,10.9935038559621,1,2.11829434136365
-0.295071482992271,0.301228899974376,10.5483969595081,0,1.42416037407001
0.895125661045022,0.0607205715496093,10.2387317351114,1,0.884114311034692
0.878133487533042,0.947726940037683,9.37209392396063,0,2.69098685855482
0.821581081637487,0.720596273429692,11.36065244853,0,2.2299070971689
0.688640254100091,0.142294295597821,9.39974041285287,0,0.522804460192129
0.553917653537589,0.549284656066447,12.1873329930166,0,0.0686505647723776
-0.0619117105767217,0.95409123855643,11.5326106261852,1,0.569150533061475
-0.305962663739917,0.585483353119344,9.76429964089952,0,4.36591093589492
-0.380471001012383,0.404510281747207,8.97357909969322,1,0.558131765574217
-0.560475646552213,0.243619472719729,10.3796394827599,0,0.458781303837895
-0.23017748948328,0.66805558744818,9.4976765468907,1,0.26026370562613
1.55870831414912,0.417646779678762,9.66679261633058,1,0.69884174496864
0.070508391424576,0.788195834029466,8.98142461689291,1,0.963188388505194
0.129287735160946,0.102864644257352,8.92820877352442,0,0.731479554876224
